Target ID,Highest Period,Highest Power
387194629,8.936100027981059 d,0.003321635093518039
203054851,1.0782782015215358 d,17.96354072033193
244088526,5.628159411273976 d,0.09002750193788249
205447297,8.816288310994606 d,0.06735846733700113
360821180,3.3320857555066823 d,0.08581810018181642
380298520,4.570779065409843 d,0.7153132074278001
92633917,6.305316455598439 d,0.05544187760153035
1964583807,1.0 d,599.1846476914544
48938394,2.1633389644771293 d,0.00029779835444210034
236865474,7.994375855868748 d,0.02441180124712982
469826577,2.3723742140046067 d,0.0914375908689883
1990094034,9.201307313624495 d,0.03437392257707878
233418152,1.9051178090706882 d,0.16741965538860715
466199456,6.456033921664634 d,0.002159650880334658
86408822,1.0770659731767294 d,2.4406942562226743
48787590,1.2039425524353327 d,0.24679499172081149
422043386,6.655119188846712 d,0.15111967732627615
233390225,1.4708293458036283 d,0.08024294927995049
129031954,1.2258069549021313 d,0.04529356118136998
421990667,5.109209232928354 d,0.07177908763574117
301149358,3.792241139494444 d,0.09082029809073762
101359698,2.351121303462873 d,0.05730732668016725
256755145,1.1483861168722649 d,1.323881663763811
183422729,8.737307606484496 d,0.19079567941155834
374341747,3.153397366089217 d,0.045750769793489604
228996879,7.2899733455130535 d,0.2913109398620928
256459794,6.852631088912849 d,0.04958170201924103
80171044,2.898275840593496 d,0.03662976506471768
238047258,3.3849748556419277 d,0.12046246898660981
11716579,2.375044300460148 d,2.6732912852021116
238053018,8.250174164083449 d,0.18356694105804489
11626063,2.8852645348910757 d,0.08391389673225876
300284179,4.575923437322915 d,0.02370416052635822
273241757,7.642646482601774 d,18.128165388212587
79956635,2.38039349223046 d,0.024923659658749375
69872638,7.0164311457189354 d,0.1235421839490774
97671864,8.946157530507103 d,0.010476132229663754
344063283,2.7676451411793237 d,0.875432065377813
79755479,8.400002848167937 d,0.006989469518234313
299749573,6.875794869296535 d,0.004482243619262992
27688847,1.056665357604161 d,0.004323049065064675
27685055,7.5741798465044905 d,0.03088808638349169
229485883,8.048513585995266 d,0.22638301713094328
184065812,7.36414987149581 d,0.12579719410560639
1908147782,4.759671083246383 d,0.6096704049397853
1859153737,9.88814445021747 d,1.9509310855023567
69690429,5.225454662423436 d,0.01566577902640704
424699808,3.250638948890142 d,0.08658075665371733
444074627,8.905995311003661 d,0.21005360621939145
1859784934,5.91372684209467 d,967.2299927283003
404156391,1.1718750007674614 d,223.4295555159231
213491238,1.0158726707582002 d,0.02060019973545518
439180496,4.444032588255451 d,0.738012380030945
424944753,1.5788433154747197 d,0.17069623498748468
1846689686,2.77076010161077 d,0.4070205116233868
376718305,6.9849320974578015 d,1.9383355646534743
224187656,6.405398667724416 d,0.016973487161577396
1920376931,3.5208995864101986 d,0.9767189247211279
287259816,8.093908312483116 d,0.04149267740077522
134846687,3.4155732631707174 d,0.013520954512397917
99967781,6.922357594611234 d,109.41367316972192
1884597797,1.2368876105516715 d,0.06573841921256823
415546033,3.028251829537823 d,0.2827893651726495
1911836781,1.65895231671683 d,26.96585408534011
382468751,7.455835819317271 d,0.3429202159783889
1914435765,1.0401553147556524 d,0.13280162295506753
62918265,4.596558889633747 d,1.106862312611424
364154544,3.2360457702493046 d,0.20748008751539673
424837968,2.38039349223046 d,0.08117942383254417
1852262320,3.7624982516114542 d,0.5331946526367749
391226933,1.0113120869487369 d,0.7393960926718943
338305380,9.190962965088925 d,0.009685260333981144
112533779,1.209371817034282 d,0.8324292539278918
324788652,8.30604415449227 d,0.5366043059665185
3567346,8.003373456064896 d,0.003633648950995609
61965938,2.2731047164639224 d,13.29883735669287
98120806,2.5323127547707798 d,0.0037411348516321065
122139438,7.922758252752512 d,0.2773550530601328
394178499,7.807745474678522 d,0.007462352418189864
30714849,1.8923031753243833 d,4.946479441585654
219942866,8.093908312483116 d,0.3027323736187528
229966905,5.13224957547697 d,0.023287254999382116
267544200,6.814198072131133 d,0.026208241608667363
159048032,8.112137811497682 d,0.4876380830910144
211633150,1.182468139675574 d,0.8380775095633249
160751823,8.514157323206486 d,1.6308379447409715
205037919,9.538545793146955 d,0.8479751330743216
31631062,2.442781989640126 d,0.023348485578671706
201658043,9.592344506753546 d,0.033401323133828834
397832671,5.795193002657102 d,0.06611084333638652
29898428,1.9440847474257175 d,0.5263572092963047
298900716,7.240937880095486 d,0.0014552221260615572
49472361,7.869466406554786 d,0.0200700162587054
310441230,4.950797173727519 d,0.8919670171271468
451788628,2.4019110080940553 d,0.1815706540173703
120968638,1.4332644574018398 d,0.060201953842632216
42550954,8.466405627975966 d,0.6270073536255097
7088082,6.783606914108306 d,0.009598479747635419
230384389,5.887178193168505 d,0.018361868578778435
1802959882,6.8680649222180605 d,3050.2050794241864
229797408,9.10862573829885 d,0.0009427943892595802
222612556,2.1343337659066 d,4.201570080971171
20609183,3.4776023594342726 d,0.021606136584582037
1716398518,4.786516284498457 d,0.04411880048775076
1754231033,2.8084142156121867 d,262.75119842832316
232681995,3.8960132044315094 d,0.1415819178064556
390131308,5.621832088364353 d,0.02796873841664183
427832606,1.4841248760948476 d,1.781643134550587
330191759,5.447526054495252 d,4.018649422243898
229762574,7.565664756905502 d,0.05739900282993884
304704850,6.312413034193256 d,0.1134457123082086
1815289790,8.343500851569784 d,0.05669298567319239
110639468,1.2650294471785724 d,0.11352042302425752
1746508961,4.939671801563367 d,1953.1201737622812
1816553323,2.4648634649865127 d,0.01942138032011771
351918143,9.943914948458412 d,0.03355050969206547
47875421,2.1080874242439407 d,0.05805507937598516
233528682,7.355870903046823 d,0.23551319640104798
157849707,5.782170114290804 d,0.0618313512384577
158063848,7.52323268712176 d,0.22315236700660399
424461085,9.570788704966574 d,0.07159578005925368
344165518,8.485474083794038 d,0.1033111967750585
344130696,5.9070784768663716 d,0.04496316864757642
314937398,1.909408609248092 d,0.2890963777673467
7988895,6.470574519293038 d,0.09680518106283949
63685911,5.243118138340171 d,0.37146806007543565
304696712,5.490589239071913 d,0.009629855838615507
272528943,8.885981864916051 d,2.0718284658578563
1661530191,1.0904757782920749 d,2.6808956503392416
122885127,9.378953274968332 d,0.013811428559266236
390019679,3.572764551023338 d,0.023641195286738498
24198408,7.4894584414162395 d,0.357524962297008
344984889,9.368409212231564 d,0.33753693486806247
365958965,7.994375855868748 d,0.3734619630154449
51707017,3.6417424877108693 d,1.2224138553320099
131606143,2.2451518798568637 d,0.03726607336501133
85339363,6.477857094395037 d,0.250150412980813
23936802,1.4527422545744686 d,18.515701779753826
288753941,2.2125595494256443 d,0.018478929178369314
157101761,5.782170114290804 d,0.10195345812020294
65093294,2.1804403540248285 d,1.1789550493035514
156747281,9.988757740413416 d,0.32080338051660634
233688182,3.072859796940491 d,0.6166551207283298
357686299,9.09838558479615 d,0.003193472018048555
1671955069,6.730402475765154 d,733.1508720574896
1659166683,6.722835982589679 d,20.34962565842019
349993999,8.727484898464501 d,0.036693304623022865
329516113,2.7152234084604294 d,0.07247857516548123
313894558,8.194679979024347 d,0.07784949305902665
235612536,3.221518105147864 d,0.23338011653298033
313812497,4.469097544870293 d,0.006047385686289601
250664184,2.3697071293295706 d,0.21983401927344742
17787432,1.4413482665839132 d,0.03063196805128343
41740004,3.0350722074827132 d,0.9690053789941622
135411351,8.01238118298147 d,0.13049334957572917
327850372,1.5042938568898019 d,5.074320515094618
288470165,8.362292495196034 d,0.03471345234076821
382939950,7.807745474678522 d,0.04621127762746986
1681377405,3.2324077235909834 d,0.1479630601709537
414670123,4.622484115621225 d,0.26065795288681587
158965515,3.461990268005186 d,0.0738333296087617
295177299,6.814198072131133 d,0.17215359638526948
219099282,7.111783138874316 d,0.0178143395584819
380829785,3.1819024338733946 d,0.31996420351377614
1493804858,9.506411504074599 d,0.10637321666852248
76392634,4.701140428178148 d,0.3499786433277174
380779964,8.066640844770653 d,0.48446353881199533
380779251,5.527771383596958 d,0.07535687312860244
275428106,3.142773924663301 d,0.47751209148327367
158704348,7.677111540678126 d,0.04232724676261371
8848840,5.012436132638715 d,0.6933616358082333
285138077,5.231335866002457 d,0.540964000801841
1424358009,3.3171269355819706 d,3.829659742819058
10494697,2.0939075304241164 d,0.00472331259911233
294840275,6.595499314406085 d,0.4893159593729715
277255078,6.730402475765154 d,9.310575371690438
116263538,5.0350400700063105 d,0.15198963343435112
21781185,5.762690632832356 d,3.4238842530363356
1413289717,7.372438157851471 d,65.40531101000335
363900224,4.956369252702104 d,0.15388342943685912
256156660,5.762690632832356 d,0.12313047159495961
193679430,6.434284268751216 d,0.0340517878007016
233212451,7.59978266041269 d,0.0006270331094077215
471013569,1.7101095704152025 d,0.5575810750189134
1509052263,2.2375882154280053 d,0.05172924708518347
233206916,2.36704304306036 d,0.1493273317841934
43910120,5.769176490803401 d,5.499558069760787
149863849,4.674774057856287 d,0.014393967413479593
343296348,6.8449271831575835 d,0.25860627411831383
43905752,6.2347879917290605 d,8.594204196276445e-05
1509273062,8.45688747499246 d,0.36528520389500724
335963647,9.077939801587544 d,0.08982771477510337
1510180735,6.922357594611234 d,0.379650072548009
306519365,6.760753704587857 d,0.040610193049126504
157444846,9.700853941856183 d,0.04968737311474731
233197921,4.272470202490307 d,0.009990503366851122
219780528,9.10862573829885 d,0.05292368700561268
288344719,3.691233090205235 d,0.10276043784911627
289676144,7.904954325216111 d,0.27326168413693197
1400481144,7.798967804537288 d,0.16430782751437378
1547179528,9.357877003403837 d,221.21960151382055
451533898,3.8785227302283554 d,0.014832062910252084
360460993,9.378953274968332 d,0.10246636726863541
400148703,6.262904211773761 d,0.030679672285584984
188816996,6.68513092233076 d,0.07041951312380212
219884489,1.4156393093379256 d,0.05864174710098692
1547145135,9.777540066836655 d,1.5751741851374113
198456017,1.564699250198206 d,0.14872316057744037
286378270,3.2178963908677685 d,0.07712024921841307
101769451,3.8007822117980186 d,0.03910371114226763
367227831,1.62022372691479 d,1.7081688746066865
1358161131,7.184146553907804 d,143.87977446477834
1358931692,9.877027941543568 d,0.3739138300403768
380174982,1.1102795482050534 d,0.16975899744434908
9532180,1.0045095711485297 d,0.01283366876462423
232608294,9.274044477472707 d,0.07664115351234824
173989338,9.722702682976811 d,0.10932212546493632
219863212,4.0890909556300485 d,0.001189354453931986
356103067,3.450327211764717 d,0.033286115283610744
1337689597,7.54866328559974 d,0.8892834651446517
219083245,6.852631088912849 d,0.032377732639178196
213230879,5.973899862209695 d,0.7300756051755413
21860382,9.0575399638983 d,4.088572732539813
1309228385,6.1029500345895755 d,0.050881474501556875
311027358,5.628159411273976 d,0.0741927530352914
274677205,7.59978266041269 d,0.00843418652904418
274677206,3.132186272417951 d,0.0036818949954242628
212118919,3.712052153842567 d,0.006915529183837187
21633235,6.647637331096644 d,0.020727771086543393
451507703,6.144279072391281 d,0.007136626972467608
115613388,3.1604996029763104 d,0.018575901083091748
347629140,6.692654978790262 d,0.003143248411587092
199710552,3.210665172605775 d,0.11713745435413533
287150240,4.066157267929574 d,0.04973835139435864
33449927,1.3232485491131305 d,1.557088911460403
1361678528,1.273596197610149 d,3.3259772399040464
229673607,2.00178166636252 d,0.02870788736860863
337246237,8.796476453403917 d,0.3211499841702064
43273224,5.515349441892861 d,0.16524262711536292
336577701,1.7353005110192787 d,103.7035952024896
43274413,9.624769273042016 d,0.1888911996867183
150554206,9.190962965088925 d,0.16193286073352375
57333022,6.992793577521192 d,0.03371889704714236
1360103362,5.097727879080436 d,2.022701936776862
199666369,3.5848414791913266 d,0.0005470887934198387
1321954265,1.7216903932435348 d,204.26459025238069
219074038,6.829545344702705 d,0.00875037501940466
258200088,2.9876502192124885 d,0.05164027222596608
289538721,9.077939801587544 d,0.16034561029052588
57192159,5.81478235107713 d,0.012616918743267523
263723973,4.575923437322915 d,0.049023557404392626
274239484,7.949539357676827 d,0.024781954221486827
57103541,5.4291739512752715 d,0.008289043563228444
341307177,1.4188276819260803 d,0.09977350010701799
57058301,9.453094746156443 d,0.0248031585586707
198239605,6.034685151448143 d,0.10052191594833028
115173690,1.235497069391946 d,0.0056728311287430585
148120303,3.5527266826243284 d,0.0008598602077446574
199574211,3.805059958978154 d,21.80504619193977
1201364356,4.659025269290316 d,0.8595619939660685
406811054,1.7608625293013564 d,0.010608584595649858
21938862,4.052458840947635 d,1.2506966764068403
29562411,5.854159923928669 d,1.0572354747288937
160185214,8.057572117733786 d,0.01881275042214543
255908093,8.296706284040026 d,0.002294039878664681
220978100,7.184146553907804 d,0.49812966195399055
320323992,1.5788433154747197 d,202.35477898641832
4040541,1.3307118534016336 d,1.9249866150595338
4400550,2.072816326545013 d,8.88923517745864e-05
309906358,2.2350726606714324 d,0.19444580583074045
162618409,9.810590845123457 d,0.11893571498623165
208712116,3.294814527096208 d,0.15051193013738387
1201085926,8.717673233387845 d,0.07782868707486164
198182753,9.689947990033593 d,0.06859523575521981
157153132,6.514393101682035 d,0.06418281069852046
157154110,2.319598393096016 d,0.03882635953311309
164637295,1.497540591046666 d,0.3852401025632907
207427565,3.261627003805367 d,0.09881930692657874
119973772,9.463734121721929 d,0.11523849834970579
459285614,4.565640476933216 d,0.09440844030239182
119956431,8.039465238093273 d,0.016056967140841757
1204673951,3.3208603329733792 d,0.052627488487118
361165313,5.621832088364353 d,0.23022223570911787
219477980,9.400077015549876 d,0.0034607211170984723
236328654,1.1613767604770464 d,0.09675473009120819
237104515,5.16119617080254 d,0.10439437841503914
