Target ID,Highest Period,Highest Power,Second Highest Period,Second Highest Power,G-band Luminosity,Bp - Rp,RA,DEC
144456191,8.836144789826907 d,0.0163440015044918,1.856461220803544,0.0078956216401248,11.056242802243617,-0.2023592,359.7405563763073,-44.95378971399831
441055500,4.685302814272959 d,0.0299695247216703,2.291073814176891,0.0137999375152585,7.5882758652245865,-0.45164967,359.389245402092,-14.902684073316706
422790055,1.8901757989730315 d,0.1115456224614038,1.6147653752192963,0.0565107753110809,8.553941389192687,-0.49005318,359.1152314776465,2.9513302575171614
177500431,6.588084482866515 d,0.1087469314414971,9.955106737874347,0.0524606970246515,11.453947833940921,-0.106760025,358.8351511779195,44.94048759699697
291688847,8.786587226230273 d,0.0375795986849402,7.887190406452614,0.0143337780424439,13.132355089225165,0.312006,358.7357176492971,40.45584923580282
183984307,5.074842515688356 d,0.023124768483427,1.835695671753251,0.0112890442985803,11.288356235042025,-0.14161968,358.5785169394626,-36.568316024088425
77041172,5.91372684209467 d,0.0230644541611485,3.354650563897271,0.0105952718652381,12.648119374462645,0.29198456,358.5028173514711,-33.27708790934541
34035509,3.654052580302277 d,0.0244549196004738,4.917496003463141,0.0115243643641775,10.652528102784858,-0.41525936,358.2656962431092,-24.534305001517613
34015812,7.111783138874316 d,0.0375575030687758,3.3697785992936207,0.0202974395868167,10.787991231550997,-0.22410679,358.0967801933065,-28.05468919640086
248601764,9.118877417004871 d,0.0809404666908848,3.0078825180430995,0.042422451976916,10.746095935966533,-0.23103142,358.000434215344,-3.614913944583586
33986466,1.5717553727930258 d,0.0155799479777972,2.1633389644771293,0.0072554830272971,11.862563292382362,0.043209076,357.841554263961,-24.13917916696919
129633313,3.813629902458436 d,0.0168855150628632,1.269305595115494,0.0078705485657973,13.973231045284088,0.80542564,357.4790010893318,29.56555497241167
396194119,3.7245999124696896 d,0.0228845201064135,4.754320137459921,0.0121231787393652,10.873437094345531,-0.23346806,357.0235811311113,41.03792721760376
144382040,6.206797994568006 d,0.139686178385984,1.3872644507969225,0.0612013501398592,8.912922846579868,-0.38176537,356.9424652870679,-47.89491564709383
144376819,2.696959659440211 d,0.0216658214313194,1.021602332706686,0.0102965731602516,11.69839757098083,-0.03893757,356.5522356351652,-47.241857419009335
431422583,6.930148647618249 d,1.6549589401493308,1.3841470067240536,0.768410797322376,9.905064969862247,-0.40472126,356.5248071824335,49.58787921400876
2053342742,2.267996622746622 d,0.3025699088110804,1.8439738719920704,0.1473153086212635,10.287068932739556,-0.28048038,356.1954121175951,15.9674029358732
2733719,9.517110887185407 d,0.4505792661273529,6.44152599949322,0.1931534566189008,11.471783018785949,-0.07059479,356.0839774951414,-16.17962763915517
288144896,1.6608194530586038 d,0.0005743164831419,1.9950378888390268,0.00027630914755,11.619294050082049,-0.043276787,355.9602000462695,32.546047334095135
325219117,2.773878567902974 d,0.0867789124318985,1.9950378888390268,0.0378505534843136,10.902776845467653,-0.23794937,355.8863940006173,-66.29754819429002
327831847,5.615511878795394 d,0.0234254708675363,2.0176059309035983,0.0107649234905934,10.566768331552293,-0.35565662,355.8801749909725,-88.3861248915756
186893986,4.717031577580219 d,0.1026950530427689,1.5717553727930258,0.0365519106532996,11.44854736536208,-0.10338783,355.2956160595794,29.415658458919623
345142414,8.121267951746258 d,1.3895195569590235,5.478250852638046,0.7191999076656107,11.487133827157221,-0.02098751,355.2816989776718,57.848267005768086
2055273342,2.451039265538838 d,0.0613353495356953,2.8401832414072605,0.0318393999249047,10.701250197892744,-0.14124584,355.2512241752994,-54.119683848730254
277938251,9.431851864765127 d,0.0155721864372924,4.748975207345615,0.0054532824993339,10.648728917977845,-0.1351347,355.1442908973951,-75.75301222453464
336678031,8.103017935589781 d,0.0795468581694615,2.947592979320594,0.033038551273799,11.357988589026366,-0.18786716,354.7424708079502,6.5917557170495185
66419115,1.2410686313301689 d,0.0901192957424131,2.1682113430609453,0.0404503986694598,12.634272537936054,0.38508034,354.7203651013823,-18.437478691677217
8988748,6.588084482866515 d,0.0010282660183223,1.4300436426645964,0.0005200329615083,11.938105986609523,0.06836319,354.7115585243981,-7.688979888107045
224270521,2.14637170266373 d,0.01146926530185,1.0,0.0056360266603211,10.753651106808682,-0.23862743,354.4121301049302,-41.17631073869842
434105262,9.810590845123457 d,0.0633857006481247,3.294814527096208,0.0288271793573681,8.865995188320706,-0.41858292,354.3765090765719,-13.642752847369616
398573783,8.727484898464501 d,0.0651812252333545,3.2178963908677685,0.0339856833716524,11.987665941655603,0.09913635,353.9737278841778,-4.704480881975384
402339032,3.1111178535962187 d,0.0011247622923527,2.1271434352526546,0.0006373750676252,11.470573283631602,-0.084918976,353.9029925799428,-16.296092844132104
402027326,5.634493855530264 d,0.0012818114197295,3.3133977353728237,0.0006175967950131,8.291257702451663,-0.49916363,353.5090859282621,-47.24084634039592
28579069,7.119787388676795 d,0.0490632503753318,5.5652053247527995,0.0177562161194363,12.994414511109285,0.17844868,353.0168871633017,26.97960650696952
2055059079,3.691233090205235 d,2.823951634956801,9.877027941543568,1.1683635287258929,12.303753940370614,0.22944641,352.9005145545264,-62.92002559186122
333224807,5.571468914734603 d,0.0062071740085763,4.29173721084841,0.0026480310070974,11.125554165227788,-0.18580627,352.9001436534956,41.02475243390265
405170915,7.625472018883245 d,0.083655414215895,1.0590452313748415,0.0444419542469311,10.585495394946374,-0.22261906,352.6732927153475,11.03494417913832
25769850,7.472628220030708 d,0.0895647263943999,8.315392534636146,0.0426772026839245,11.460713072874032,-0.11064148,352.6707563906006,51.36412287435416
422526868,1.7588829219362867 d,0.0034879892497402,2.3274392745120553,0.0016230277466385,11.844130088970177,0.030276299,352.1967080191132,5.247213099043008
354308207,1.6238728746062236 d,0.0451254407614815,1.0758551076504963,0.0211419769535336,11.159854327899073,-0.18924904,351.6853434595892,6.294493054964789
435231234,7.240937880095486 d,0.0172025825725848,2.008548239711366,0.008025777435097,12.40863893537319,0.109311104,351.5272541210922,16.00484268863722
435229564,8.717673233387845 d,0.024236556144406,9.821632579425652,0.0110184537001257,13.956091639736021,1.0856276,351.334363178932,14.06151048277506
9143444,4.900929511933481 d,0.0267207576640738,1.0090394785290029,0.0127552668467898,10.487264171877953,-0.31044197,351.327816651943,-17.866078599012116
435210243,2.7091217909091707 d,0.0682219213249439,1.6758323948450773,0.0301512979346201,12.471174010668733,0.08370876,351.2414708745091,12.126900993606109
381923120,5.416973576541202 d,0.0180682045178822,1.1115291581384386,0.0083523314693231,9.219945756650528,-0.48506165,351.1287064454798,-54.69315534355581
422444008,8.17626499223867 d,0.0078532168371435,1.0158726707582002,0.0029010280597468,8.029915253145942,-0.5062227,350.9949086483627,1.6740534100016566
301256988,4.695855284073491 d,0.0569232710743496,8.15789138739093,0.0255753866178172,9.819044798649411,-0.3993349,350.9696851602554,-1.9182481886439675
21331268,1.900836651128097 d,0.0188968003747069,6.089235558303951,0.0092935545858524,10.770738494086022,-0.2572279,350.9078728638319,34.2573320568277
362965390,3.1819024338733946 d,0.0272002868358189,1.564699250198206,0.0108323133196112,10.758709109128404,-0.25893402,350.3203627534982,69.43952837311772
188619138,9.603140606708259 d,0.0028723073973915,2.467637647286155,0.0013280816920518,12.022505349109828,0.013136864,349.8985763665459,-17.09119497572018
435187907,8.542937519867884 d,0.0311735995793794,7.127800647192513,0.0137580675603989,12.387864591324092,0.024474144,349.6884089835517,12.600695332600958
218978885,8.400002848167937 d,0.086768361632887,3.280023029874175,0.0415586588795469,10.57207476677469,-0.10085487,349.6437658432987,-29.96951684076387
301135547,4.9285714302024095 d,0.1738287327988328,1.5350624139366058,0.0804547058351552,9.30810371128391,-0.38557053,349.5175773219436,-4.912916264354245
318631844,7.851782235817434 d,2.80623281855799,1.9029760261754285,1.3188580193321038,8.179867993957362,-0.42085457,349.4900221870704,55.84065776026644
218970233,4.9675322316882395 d,0.0296998723251986,1.4188276819260803,0.0122987313226387,11.26860566388864,-0.14216518,348.8960249362239,-35.41437152995702
5796523,1.7569055400972047 d,0.0422996804575536,5.350359937410065,0.0206547157385503,13.187756289067359,0.26807117,348.8774599977209,-14.66850840479884
422609145,3.142773924663301 d,0.1931623668425543,2.2756630759670857,0.0851995425036342,12.766704330870851,0.26358795,348.8594018734367,68.52333899441906
4600989,3.171182962076805 d,0.0565146559389644,2.3564166146808794,0.0304292020713388,11.112472698511196,-0.00439167,348.6797717176154,-7.571716168198744
4601217,2.2962338834815346 d,0.0224792855003492,1.273596197610149,0.0105921530880948,13.256258569781581,0.35123348,348.6034045359344,-6.547389129466198
97173520,8.139559071488135 d,0.065732326671225,1.825400163116757,0.0323804085970872,11.516914788475392,-0.14136505,348.194176887737,17.86638701019661
405173130,8.846089793605502 d,0.0011262765406245,2.285925340518241,0.0005657368955245,8.65976626083789,-0.51437855,348.0906957185231,10.784429459994456
90884697,4.917496003463141 d,0.0403248185768175,1.0686184480050973,0.0181784568998763,8.396912779106907,-0.5043869,347.8671287534092,29.4927265834368
262568916,4.956369252702104 d,0.1636514576910551,2.3857547317139827,0.073247985441348,9.150131294611658,-0.37869072,347.8247885738759,5.324733045402135
455816370,7.659859627493519 d,2081.5594380189305,2.6162811743307683,937.9439714289116,9.211169441440042,-0.45356464,347.6983469950667,42.83566986349206
