ID, tic_id, period, duration, depth, vshape, snr, oot_variability
000,258470866,1.0,0.01 d,1.0,29.221747719787146,6.858470699869927,0.14580509908994221
000,258470866,10.0,0.01 d,1.0,38.49843913506004,5.8485011986946445,0.1709839779503157
000,258470866,1.9972832865565688,0.01 d,0.017316341400146484,1.9998127848014007,0.10084804878810162,0.17170725272564244
000,258470866,3.001123240442947,0.01 d,0.04213225841522217,1.999820051771867,0.24630368091823204,0.1710581760619698
001,298900716,1.0,0.01 d,1.0,1.9533949835627542,51.41587876758341,0.019449244551869416
001,298900716,10.0,0.01 d,1.0,1.9374787871296233,11.014352235221654,0.09079063195402484
001,298900716,1.9995312114496282,0.01 d,3.431696038447285e-09,1.9999954001260103,3.609642127250924e-08,0.09507025675868977
001,298900716,7.000663905611725,0.01 d,3.5083632665688924e-09,1.999973547960114,3.689749537047939e-08,0.09508404923809087
002,29267489,1.0,0.01 d,1.0,16.037389403738654,5.747491645027907,0.17398894365772402
002,29267489,10.0,0.01 d,1.0,19.24558637626993,5.1611747789546465,0.19375433749649953
002,29267489,1.9995312114496282,0.01 d,0.018927335739135742,1.9999949673015438,0.09742795906561968,0.19427006293324695
002,29267489,7.000663905611725,0.01 d,0.12549346685409546,19.497997382694983,0.6449610405797078,0.1945752672770725
003,356376246,1.0,0.01 d,1.0,64.44605285653657,6.6446031430027475,0.1504980776847558
003,356376246,10.0,0.01 d,1.0,151.93529089346413,5.794398180280824,0.1725804766754112
003,356376246,1.9995312114496282,0.01 d,0.008040964603424072,95.95142916086466,0.04611282215172889,0.1743758943437947
003,356376246,3.001123240442947,0.01 d,7.748603820800781e-06,254.47128091864522,4.4382472953059206e-05,0.1745870228771622
004,79956635,1.0,0.01 d,1.0,1.2622395134938706,14.798419016620473,0.06757478612254965
004,79956635,1.9995312114496282,0.01 d,0.0038335323333740234,1.9973220680932493,0.03524893698066401,0.10875597001625688
004,79956635,3.001123240442947,0.01 d,0.0,1.9959726136527725,0.0,0.10960398842827916
004,79956635,7.000663905611725,0.01 d,0.004538446664810181,1.99060827229158,0.041440164846819096,0.10951806493980554
010,106145150,1.0,0.011 d,0.0808705985546112,1.9565328135921216,0.5149860318370043,0.15703454764809457
010,106145150,3.001123240442947,0.011 d,0.003103017807006836,1.400224377371254,0.018546314471857867,0.16731182962066926
010,106145150,6.0008395886725205,0.011 d,0.011587738990783691,1.3335415013619347,0.0692700498885171,0.1672835375379828
010,106145150,1.4992260599011042,0.011 d,0.001563429832458496,1.8334369622970221,0.009341704776420217,0.16736022705457507
