ID,tic_id,r_s,e_r_s,r_p,a,P_days,inc,period,duration,vshape,median,mean,max_depth,oot_variability,snr
000026,117892271,5698240.89107067,44928.91907278094,1.9761113638675976,3899216949.9322157,2.4627129633920624,89.99999999755488,2.4620924014946253,0.01,2.0,1.0,0.784790317095847,1.0,0.05338521528493586,14.680136763225125
000018,410007055,6402328.55246876,61319.93564087804,2.1816956260197196,11451949569.888004,10.408091667961447,89.99999999710461,5.201995891834847,0.01,2.0,1.0,0.901975979752406,1.0,0.17679956399355984,5.101292022450116
000025,138801111,5903976.580786948,108237.91778402767,1.6283450368220562,6884693616.59458,5.478591156221837,89.99999998990242,5.478250852638046,0.01,1.973645935325897,0.9580719374934716,0.7953307617113523,1.0,0.07165557272984321,11.092950613048703
000001,219840114,7467471.99773391,44887.98994691112,2.491103191045597,2769832934.545023,0.9828310367181563,89.99999998470064,1.96607640312431,0.01,1.9930643923070794,0.9741014992147591,0.7923669418831483,1.0,0.06585077008652421,12.044655374433502
000006,250664184,6558847.611906343,76665.62007608032,3.907011118140624,7659063442.250128,5.490110602193134,89.99999999852174,5.490589239071913,0.01,2.0,1.0,0.9924141866040201,1.0,0.2713121581357533,3.656758944182008
000019,287286376,6618268.37641951,35596.94983239742,1.1078059493707801,4580222369.531977,2.5047950030556447,89.9999999954389,2.50398743123016,0.019,1.9987869539222947,0.5257331396137763,0.5452745964575884,1.0,0.031563902286026624,17.284965448949812
000005,855710135,6789916.403034563,213771.06210058695,0.5340325510401368,1520839617.4013648,0.46119797225258446,89.99999999974696,4.950797173727519,0.034,1.9998903464877542,0.9784048199653625,0.9998430989005349,1.1201990842819214,0.30976384383848626,3.228167505312407
000003,397832671,6576646.271374069,34881.74544537868,3.6423928186904773,14276930112.23848,13.91567986437617,89.99999999835785,8.885981864916051,0.012,1.997280477514002,1.0,0.9474369668274595,1.0,0.1692499084864279,5.597643404113211
000008,100603346,5729592.91382456,30750.002103340496,3.631235762270193,1195916590.413308,0.41488199760150607,89.99999986674356,2.072816326545013,0.026000000000000002,1.9998536442805501,1.0,0.9076554388908366,1.0,0.08697943437171232,10.48780447574418
000009,345644126,6452528.777476104,55995.90485309015,0.6315889977280169,9951703815.511925,8.333168088321369,89.99999999888206,9.581560544054659,0.01,2.0,0.3753206001313786,0.36926850447611004,0.48132436471764184,0.06686044342647354,5.522628729775711
