ra_deg            , dec_deg             , tic_id    , Tmag
359.9978182880861 , 8.47027795172492    , 2053191180, 18.5478
359.99061074426356, 29.668974541706607  , 2054075407, 16.6956
359.97933660816483, 8.863857513959822   , 2053191419, 18.3731
359.961197689803  , 1.1278051265260296  , 2053146312, 18.8514
359.9597961044211 , 1.6390268127516203  , 2053147827, 18.8245
359.94793528548433, 37.33891770136808   , 2054404130, 18.6541
359.94375197426695, -1.7005247249562931 , 2052476214, 18.2131
359.93232605459343, -7.67764761454813   , 9803239   , 16.9104
359.9104827149661 , -50.729073884878304 , 2055543109, 18.1327
359.886660746747  , -3.5947734049132185 , 2052468854, 17.9742
359.8796892269456 , -19.434925850778296 , 2052052591, 18.6488
359.87406768548266, 42.27950938568403   , 2040896981, 17.8037
359.8718017604241 , -75.92493279145346  , 2054643616, 18.2636
359.8381794247064 , -49.55398319862798  , 2055550857, 18.0653
359.8292889569757 , 6.355235218996647   , 2053181535, 18.9043
359.81951153019685, -1.8474548391439576 , 2052475960, 17.5686
359.8171941403151 , -8.265567562696924  , 2052438186, 18.1314
359.8062743181409 , -41.017905272425054 , 2051732319, 17.6095
359.7763138197226 , 1.7186340178962776  , 2053147951, 18.8922
359.74873967254825, -8.348919501249421  , 2052438171, 18.6347
359.73028960931623, 25.898369967011885  , 2054054350, 18.8748
359.72786811511577, -35.89979753104534  , 2051752323, 18.5486
359.7261147913194 , -69.93712200407873  , 2054831655, 18.4699
359.7239599566631 , -6.168731168504233  , 2052446152, 17.8286
359.71384562205355, 15.594409629501579  , 2053346806, 17.3617
359.68580214931495, 1.506866863661878   , 2053147791, 18.827
359.68533276750753, -7.06006495387965   , 2052441616, 19.5964
359.6817649683066 , -23.970987993892166 , 2051907526, 18.2386
359.67281374158927, -2.13563824997493   , 2052472347, 18.8119
359.6496780194503 , 35.94770500682337   , 2054350721, 18.1953
359.63868510203065, 51.1375910216729    , 2042723513, 18.1401
359.61363397399646, -29.33589327295719  , 2051873231, 18.8311
359.6132631487463 , 16.18974580616516   , 2053348577, 17.7864
359.6078025925175 , -10.570437496293168 , 2052351944, 17.6345
359.60635498979843, -62.54670752670564  , 2055079015, 17.6308
359.604394260143  , 30.900554012126737  , 2054298535, 18.432
359.59887022021974, 16.3030184283359    , 2053348781, 17.9272
359.5667766309813 , -31.345544771730335 , 2051778201, 18.4581
359.5580283628953 , 45.606278024214305  , 2041174727, 18.2873
359.5563535776349 , 13.268130641173473  , 2053312761, 18.9806
359.5453860944912 , 46.893013607058215  , 177608550 , 17.3079
359.5174486806011 , -8.588367618327661  , 2052437840, 17.4827
359.5094331341092 , -23.391828680785657 , 2051908524, 18.1636
359.5086520617224 , -4.730471099174342  , 2052454583, 18.951
359.5024048076834 , 26.762948677949588  , 2054057224, 18.8655
359.49909931962634, 27.295878355702513  , 2054061700, 18.8588
359.49752329028576, -29.901190646313896 , 2051810622, 18.0234
359.48696034068035, 19.804097034784405  , 2053539724, 18.8237
359.4742096842395 , -5.396629156889097  , 2052447404, 19.0023
359.46398648958035, -17.672446839672368 , 2052312516, 18.5258
359.4515269014233 , 47.391694525458576  , 2041261513, 18.7273
359.44153591599843, -75.39087983917601  , 2054645007, 17.363
359.4238191528284 , -4.856343860940358  , 2052454520, 18.6735
359.42241276661946, 27.79052880912314   , 2054063260, 18.2572
359.4138121281573 , 10.413640962095947  , 2053302104, 18.9129
359.401682181115  , -74.80026266691519  , 2054693079, 18.337
359.3929739630964 , -40.795806441665604 , 2051732790, 17.9597
359.39033626726587, 12.972700655071812  , 2053312247, 19.7993
359.385284120406  , 79.26640404876164   , 2051546579, 16.8004
359.3792081145387 , 9.186593300622146   , 2053223984, 17.7651
359.34861609248964, 5.135404330599116   , 2053165099, 18.6741
359.33211307531866, -8.480821888927254  , 2052438001, 18.3276
359.3246791814952 , 28.054790131669456  , 2054071005, 18.4921
359.299182962324  , -74.30056268517313  , 2054696572, 16.6392
359.28813048062284, -46.66841120510169  , 2055637952, 18.0998
359.26761238274713, -78.40356228242008  , 2054574626, 18.1099
359.26350080139105, 18.67802170919991   , 2053360217, 17.7448
359.26199871091455, -5.644793435725837  , 2052447020, 18.2867
359.2574459128565 , 48.905700418304924  , 2042204144, 18.4099
359.2460354479977 , 11.144794316908607  , 2053303471, 18.4123
359.24064405252716, 54.772779045870855  , 2044600694, 18.684
359.1916100700007 , 11.964011896925204  , 2053307047, 18.587
359.1907269567176 , 7.4422746008605944  , 2053185286, 17.9408
359.1874265937214 , 9.055640860934725   , 2053222877, 18.4256
359.1799999589084 , 23.41565399367903   , 2054010124, 18.1719
359.1754999534274 , 27.183421341115338  , 2054062139, 18.042
359.1699593991001 , -36.86423488383591  , 2051743383, 18.8604
359.16541329093354, -34.40217995191507  , 2051769159, 18.4386
359.16504484450724, -23.604761683296683 , 2051908176, 17.322
359.1537239025667 , -30.273909462421308 , 2051810292, 16.9356
359.14297315801474, -80.49927262963134  , 2054551666, 17.3884
359.1361080595007 , 5.49721770904076    , 2053167103, 18.0796
359.12074345618566, 11.42778809774184   , 2053305053, 18.5147
359.12029393520896, -16.32550264823016  , 2052317517, 18.9747
359.1190033411039 , 37.732951000631836  , 291752177 , 16.3646
359.11523147764655, 2.9513302575171614  , 422790055 , 16.1871
359.11522874391545, 39.51640315146008   , 2054422825, 18.1237
359.1131212523048 , 79.75167941457062   , 2051594989, 18.6073
359.1044306440455 , -64.46969167053334  , 2055042659, 18.3734
359.10063714763265, 11.23279449271473   , 2053303533, 17.7669
359.09466034026946, -46.34030539884375  , 2055638895, 17.4496
