Target ID,Period,Power
Target ID,Period,Power
16783095,1.001125491265155 d,0.08109028151267579
147423571,1.1548631729299907 d,0.26100528423484837
270259091,5.691825639895658 d,0.45376966880198416
2024418048,1.010175143648284 d,0.09988140545144177
287443040,7.079856024410889 d,3.0563055809978676
2007480435,1.005640137896622 d,0.5821251021392804
354568302,1.0170160265756483 d,0.002593006439282638
239631587,1.028520600296531 d,10.149748197687332
297877352,1.005640137896622 d,0.22982724575300986
204440456,1.0331587871212964 d,0.11404710792911893
262305320,3.588876186963122 d,26.060444709332828
139831293,1.0698211687341106 d,0.020129985490591824
305506867,1.050739044499817 d,0.1473805532854415
320965107,1.0022522492608983 d,0.1814763114527972
320940332,1.0917030992554058 d,0.004409499475811125
367457851,1.005640137896622 d,0.21070459249571283
266594895,1.0710252431147989 d,2.1104824800782587
382315106,1.1548631729299907 d,0.1797806062702486
330101285,1.3322095579690756 d,0.06810619305219588
147266280,1.001125491265155 d,0.3810181909490592
2027687774,8.343500851569784 d,2.0630462884059253
305190194,1.0033802754129233 d,0.2592973303009004
88591358,1.0124503098689435 d,0.8574803979825257
264452548,7.159943971343564 d,0.7296120361755078
389662085,1.5699883646022708 d,0.2074776200383058
269020902,1.9201779371052483 d,0.17689380983112496
160512940,1.0 d,2.5884742604358104
352752386,1.0045095711485297 d,0.4158609904077571
99730808,1.0531055707361887 d,0.10458935635630506
2023644871,1.3040392678425572 d,0.6831544540195613
99673488,1.0674170794059485 d,0.9020102090896901
99673513,1.0124503098689435 d,0.22649626573381995
316271332,3.250638948890142 d,0.4245625383049189
147112823,1.0135898138491046 d,0.10988021800109667
231692694,1.208012209843902 d,0.4482975269771654
14976740,1.0662170614165647 d,0.027049267022990285
125580300,2.569615241874508 d,0.6638998928734865
163802843,4.759671083246383 d,13.141003715017918
2018724911,1.020453820844831 d,207.01323912895168
321547580,1.0904757782920749 d,15.3845025224761
302299317,8.194679979024347 d,0.008206443216654915
315136775,1.018160669230082 d,0.6188917458414034
231668155,1.7888121204794083 d,0.01257098434140997
314771701,1.006771977087714 d,0.0027925411703706333
79353860,1.1040525396363885 d,0.13818521157352387
376362649,1.2865552218707406 d,0.21406134644596345
159746320,1.056665357604161 d,0.19126519541642634
1976379547,1.5437203776311297 d,4.963329614737944
323009972,1.0578546252343364 d,0.172413221112655
410414842,1.242465443234189 d,0.4759121752913968
1981843319,1.094161886753824 d,0.6970235359809519
387327138,1.0892498371148305 d,0.021414567167474224
388079618,1.0090394785290029 d,0.883440754835055
403995834,1.020453820844831 d,0.003170546383621884
259773610,1.1419453874168226 d,0.04522242492413822
289934729,1.0045095711485297 d,0.1448205942784684
292831588,1.0170160265756483 d,0.6102635804173874
126022532,7.087824340524919 d,3.4741260838020023
376020501,1.021602332706686 d,74.72574269760273
136513972,1.221677348996792 d,2.519210961772107
115108925,1.0413260004768146 d,0.08148241848495465
283903463,9.966311123551513 d,1.957273632036213
248908169,1.3748366444683642 d,0.8806311393351051
115042302,1.1028113351116062 d,0.5013623536425851
79056222,1.0343215983117198 d,0.03980903959585639
115013365,2.7490287812591707 d,2.2316640795876586
428831740,1.0 d,0.16000805082696354
456724995,1.014730600331042 d,0.6710662676321038
258470866,1.0113120869487369 d,0.31004645641078776
459719950,1.0319972831933986 d,0.21131326287551624
248861930,1.0746456034107201 d,3.0063065446306134
79020922,1.056665357604161 d,0.0928618817714483
126660367,1.1758362610195754 d,0.391084992446031
289467229,1.0710252431147989 d,0.7850240478852163
289340949,4.659025269290316 d,0.9134877744784735
428404202,1.0250556299537197 d,13.90027113570591
354495184,5.149597992529941 d,0.4508005723588083
29477026,1.0424980037945302 d,0.5174833965796232
345265261,2.927766213603886 d,1.454172663938883
419411618,2.7895236255344305 d,3.9152826166250305
248735093,1.0045095711485297 d,0.4344310414882528
248730637,1.7490182180030456 d,0.5315103040516795
283063053,1.0045095711485297 d,217.4750900479593
29257211,1.201237067138706 d,0.09657692547477649
356613625,6.269953055758615 d,4.371659692119915
152250936,1.0698211687341106 d,0.9365281365133054
51820346,1.3337089481899258 d,0.918999495824278
1989330796,9.76654790248169 d,948.8634839011917
353096380,1.0319972831933986 d,0.9319635549914871
372172502,7.224666131141388 d,0.5759369066137581
194061710,1.0 d,0.7385928548982794
232951587,5.243118138340171 d,54.08191323332233
340999692,1.094161886753824 d,0.9889676076874875
366740395,4.659025269290316 d,1.344729125943461
1959621869,5.404800618343236 d,4.2470008651285065
66488952,1.2721643877039468 d,5.28130872651075
282072868,9.326351367185056 d,69.91445236419798
341162644,1.2025890489651512 d,0.5976183744074158
372109346,1.0686184480050973 d,0.007407971618253353
66140007,2.9575566553958974 d,1.204748321422376
1990832724,1.1837989972381031 d,0.07157924279997259
340803443,4.717031577580219 d,2.863670599820229
248136622,8.130408367887933 d,1.6386772875788453
291061781,1.0413260004768146 d,0.04065451579367981
441357923,1.020453820844831 d,0.04393301409472358
351558953,1.0542908318573383 d,0.5400479980707616
100603346,1.0319972831933986 d,0.026716998290592323
456645161,1.0135898138491046 d,0.6132477734392653
456663229,9.899273470424783 d,0.5033426326540901
212289921,1.0424980037945302 d,0.11755573941825684
314174614,1.0239032358054565 d,0.29002139391502946
212254842,8.409456978000826 d,0.19560038262610574
417131337,1.001125491265155 d,0.405176927325709
16200170,1.010175143648284 d,0.03619857211129454
158571010,6.543770220863562 d,0.512541589909849
277235925,1.0262093211115306 d,0.7020820666953467
467224218,1.1639924704274551 d,2.7025774737572843
199179022,9.027026129421198 d,7.577185665580491
264027491,7.422364140137031 d,0.8476348032674917
404643334,8.084808930651217 d,12.863827657099536
428969253,5.465940192878522 d,1.6458761924906908
425819601,1.8009259151735204 d,2.510945033521819
157145180,5.749740783402583 d,0.05755728816757598
402959206,9.315866440878498 d,54.67287997178534
318020620,1.010175143648284 d,0.32478429465038505
166548685,4.759671083246383 d,1.497346038893697
34515703,4.6069114859956 d,0.02302748560301675
314167396,8.905995311003661 d,3.8857300308407843
1968420005,9.474385471811676 d,27.13507246861035
387194629,9.538545793146955 d,0.019458612634204328
203054851,1.0770659731767294 d,29.69389712620737
244088526,8.766842112561843 d,0.2696546799066643
205447297,1.0250556299537197 d,1.117223148254957
360821180,1.001125491265155 d,0.46898668828996676
380298520,9.86592393033729 d,142.96865541274963
92633917,7.2327974297656485 d,0.3572539934598565
1964583807,1.0 d,1172.983295760574
48938394,1.021602332706686 d,0.0006811722956593354
236865474,1.4824563843832508 d,2.1350242062681777
469826577,1.0460219341647785 d,0.42397514341544623
1990094034,1.194499922856292 d,0.1114991165958327
233418152,4.494303871296816 d,1.3908359430395005
466199456,9.603140606708259 d,0.01387039227982368
86408822,2.2962338834815346 d,1.5861729901145616
48787590,1.0090394785290029 d,0.48795345121749895
422043386,1.0079050901539293 d,0.7302380996581078
233390225,1.0135898138491046 d,0.5788892844624263
129031954,6.670108176120982 d,0.11149153045238311
421990667,2.185351249200614 d,0.45791007698820674
301149358,9.613948857579164 d,0.5908158187477712
101359698,1.4478481291418832 d,0.252745629058745
256755145,1.001125491265155 d,15.481469833858808
183422729,8.946157530507103 d,2.159187255252558
374341747,1.8901757989730315 d,0.2045048496120395
228996879,5.278624414241189 d,2.6419530106167577
256459794,3.6664042843970024 d,0.8495522527073075
80171044,9.389509204955607 d,0.29616660040394016
238047258,1.0124503098689435 d,0.2563675265570409
11716579,1.0 d,17.804392732225793
238053018,8.075719778580584 d,1.3882583376696698
11626063,8.066640844770653 d,0.8663627025654798
300284179,1.0413260004768146 d,0.327607396244231
273241757,1.0022522492608983 d,105.0083917138001
79956635,6.326630161784001 d,0.22524200952717816
69872638,1.0045095711485297 d,0.807382089800293
97671864,1.0033802754129233 d,0.03965037086960442
344063283,1.0158726707582002 d,5.331491934774964
79755479,1.1304429678329302 d,0.03303670277926182
299749573,1.021602332706686 d,0.030326744084720646
27688847,9.378953274968332 d,0.019828525911859164
27685055,7.151894576468437 d,0.18643788957068225
229485883,7.095801624909135 d,1.419008054123465
184065812,8.87599201343534 d,6.523569812647633
1908147782,1.094161886753824 d,1.9515349403571238
1859153737,2.997749299790908 d,58185.42283978176
69690429,7.677111540678126 d,0.226367989949163
424699808,4.560507665391144 d,0.5644349270475341
444074627,1.0090394785290029 d,0.8929025998465521
1859784934,1.0436713261917425 d,6698.402236800692
404156391,2.3353066602667605 d,1106.333646805652
213491238,1.120315896342244 d,0.262781230365332
439180496,6.565889966448967 d,5.669288250189447
424944753,2.89176286980728 d,1.398883302735237
1846689686,1.0 d,8.635270136842658
376718305,1.0436713261917425 d,4.91849296498135
224187656,3.001123240442947 d,0.10305228556208758
1920376931,1.0239032358054565 d,3.073019054378384
287259816,1.010175143648284 d,0.32627092000903435
134846687,9.943914948458412 d,3.652306119814608
99967781,1.0 d,447.787468190038
1884597797,6.722835982589679 d,0.5897403401165624
415546033,1.019306600169825 d,0.8975011981893025
1911836781,1.65895231671683 d,84.66417146580503
382468751,8.87599201343534 d,3.428323003112987
1914435765,7.659859627493519 d,0.8105465568307714
62918265,1.1653025337856275 d,3.2656643160159042
364154544,1.0483778362928844 d,1.6910594491749984
424837968,1.020453820844831 d,0.4017718217341796
1852262320,6.9849320974578015 d,4.883419987866794
391226933,6.760753704587857 d,9.40298155491677
338305380,9.129140633885733 d,0.0640519763275601
112533779,1.2107329544506789 d,34.22019937607587
324788652,1.0578546252343364 d,102.60452823073621
3567346,8.996615092624065 d,0.14343667859670495
61965938,1.1355407808257278 d,32.834319103305454
98120806,1.182468139675574 d,0.011984298936982527
122139438,1.0022522492608983 d,1.7095174353126104
394178499,1.1958443220856954 d,0.07304398555321624
30714849,8.562178344582904 d,95.98167106577611
219942866,2.7121708838210807 d,17.05890002999615
229966905,4.258076730412154 d,0.13389382106946585
267544200,1.8522894033638484 d,0.13916449086781776
159048032,1.0158726707582002 d,6.944027520998228
211633150,1.010175143648284 d,3.4056592149337312
160751823,1.0022522492608983 d,4.4272004448957265
205037919,9.263618355929378 d,3.902683334800631
31631062,1.0495577763902142 d,0.14470703563916812
201658043,1.0113120869487369 d,0.16495767238368483
397832671,9.410656720122663 d,0.8932166595471801
29898428,4.732976443443897 d,2.8106763156798156
298900716,5.332335175921431 d,0.011094237521640194
49472361,1.0090394785290029 d,0.10070146631563787
310441230,4.524739194138464 d,11.989409431275229
451788628,3.4580982086772716 d,5.917390794509651
120968638,6.670108176120982 d,1.4131009163202188
42550954,1.4724847513848642 d,2.3424832554724455
7088082,1.0674170794059485 d,0.054705614332898944
230384389,1.0436713261917425 d,0.12950861871137817
1802959882,5.679035037429991 d,62091.13980538309
229797408,9.442467331653157 d,0.018631920607872863
222612556,1.4061171164427329 d,14.24541145509295
20609183,6.969235641634905 d,0.42081567665543934
1716398518,8.485474083794038 d,12.701749983868094
1754231033,1.479125026136359 d,7091.3950984856365
232681995,9.088156943539834 d,2.951460233500161
390131308,1.0 d,0.32091100510277126
427832606,5.847578525376049 d,4.410693912176646
330191759,9.06773414601146 d,260.9219424057605
229762574,1.035485718235981 d,0.26042774900445553
304704850,1.0227521372086095 d,0.38601831277408
1815289790,6.319517599925291 d,1.1040243820050226
110639468,9.09838558479615 d,0.3615722974973969
1746508961,1.59850040398689 d,10510.309981658638
1816553323,1.4724847513848642 d,0.19211632164310266
351918143,6.284074552894313 d,0.16472271265779473
47875421,1.0698211687341106 d,0.465429191169524
233528682,2.1271434352526546 d,1.8420835436204166
157849707,1.0022522492608983 d,0.3051944412431112
158063848,1.005640137896622 d,0.7516313006060942
424461085,1.0331587871212964 d,0.5735025318659626
344165518,7.763955693941429 d,1.0916314477453926
344130696,1.020453820844831 d,0.188273140135227
314937398,1.14967861541583 d,1.362903572473789
7988895,1.010175143648284 d,0.392350128766892
63685911,10.0 d,2.8821269319955967
304696712,1.0113120869487369 d,0.03559566185618115
Target ID,Period,Power
Target ID,Period,Power
Target ID,Period,Power
Target ID,Period,Power
144456191,1.020453820844831 d,0.06102530142499083
Target ID,Period,Power
144456191,1.020453820844831 d,0.06102530142499083
Target ID,Period,Power
144456191,1.020453820844831 d,0.06102530142499083
441055500,1.0578546252343364 d,0.06235263168671685
422790055,1.0 d,0.5670370874108255
177500431,7.389042726243509 d,1.2268946248540413
Target ID,Period,Power
144456191,1.020453820844831 d,0.06102530142499083
Target ID,Period,Power
144456191,1.020453820844831 d,0.06102530142499083
Target ID,Period,Power
Target ID,Period,Power
144456191,1.020453820844831 d,0.06102530142499083
144456191,1.020453820844831 d,0.06102530142499083
Target ID,Period,Power
Target ID,Period,Power
144456191,1.020453820844831 d,0.06102530142499083
Target ID,Period,Power
272528943,1.0045095711485297 d,19.893230261100125
1661530191,6.821867392540355 d,7.558036080348875
122885127,4.5400340587863 d,0.11775342123274724
390019679,6.9849320974578015 d,0.18999661148308414
24198408,5.103465327280478 d,6.486504340188429
344984889,1.0022522492608983 d,1.2783394276548818
365958965,1.221677348996792 d,1.4435016511115757
51707017,1.0746456034107201 d,6.992269969676501
131606143,1.0424980037945302 d,0.1998350133070088
85339363,1.0831407737892056 d,0.6923326509336778
23936802,1.4527422545744686 d,61.90208800349162
288753941,1.1065391411527774 d,0.05960280477356283
157101761,1.0033802754129233 d,0.4070865008613374
65093294,1.0045095711485297 d,274.28837324638357
156747281,1.935357116809651 d,0.9798468081208388
233688182,5.149597992529941 d,3.713013279385565
357686299,1.3158271028051967 d,0.13266603258544513
1671955069,5.509148942879211 d,3464.6125068704696
1659166683,1.3397234035832188 d,153.02117480806666
349993999,1.1279026499232754 d,0.23173140985522692
329516113,1.1626838798765173 d,0.5135380145664348
Target ID,Period,Power
Target ID,Period,Power
313894558,1.010175143648284 d,0.2646189260847416
235612536,1.2779013035229234 d,0.8424429504538785
313812497,1.6165827795443806 d,0.019607498367602436
250664184,4.813512896387454 d,1.3048175477558
17787432,7.168002425742311 d,0.23179889560651118
41740004,6.137371514360854 d,3.4138622319453855
135411351,1.1329890071717195 d,0.44092432648690133
327850372,1.094161886753824 d,16.025465028886888
288470165,6.883533516362928 d,0.189093297144238
382939950,1.010175143648284 d,0.1435556446724061
1681377405,9.83268674110336 d,5.409264099123306
414670123,1.0722306726706852 d,2.278523252591942
158965515,1.08680208791558 d,0.33143204805538234
295177299,1.035485718235981 d,0.4607472336969996
219099282,1.6075161666931819 d,0.4947411310620902
380829785,1.0495577763902142 d,1.520367419418562
1493804858,1.0436713261917425 d,0.44932551717450914
76392634,1.0710252431147989 d,2.87833635290503
380779964,1.0855802767964209 d,1.5237435168461724
380779251,1.095393356400031 d,0.337986775136198
275428106,1.0 d,12.134915076334636
158704348,5.326340426296392 d,0.22464890468747856
8848840,1.0033802754129233 d,3.028235856293055
285138077,1.0590452313748415 d,3.217070286134854
1424358009,2.3938192397748614 d,25.16200370890068
10494697,2.849783842986387 d,0.029158999705389946
294840275,1.0436713261917425 d,1.556241748572029
277255078,6.36231322831739 d,100.71784936404569
116263538,1.0590452313748415 d,0.3176602093783071
21781185,1.1177983358664556 d,11.268862326544047
1413289717,1.028520600296531 d,269.3134511345481
363900224,1.0319972831933986 d,1.4349745810546224
256156660,1.1102795482050534 d,0.7662135581174935
193679430,1.0135898138491046 d,0.1887850750538223
233212451,2.9048034802133516 d,0.0028703120283036184
471013569,7.024328077686004 d,2.5486060739580534
1509052263,4.797296712262495 d,0.24998597903640032
233206916,9.139415401927543 d,0.925763664957478
43910120,5.711065578160844 d,277.7579148143755
149863849,5.628159411273976 d,0.2961407638600657
343296348,1.019306600169825 d,0.8851957443917625
43905752,1.0 d,0.0005001686488939701
1509273062,1.5949082730078077 d,2.5543861252116122
335963647,5.278624414241189 d,0.6116426286492176
1510180735,1.0471992227148417 d,1.0576896484083682
306519365,1.0698211687341106 d,0.12204424905122833
157444846,4.296567523591561 d,0.22982918520470377
233197921,1.0250556299537197 d,0.04676966041035894
219780528,4.7703910489257435 d,0.2812759412230392
288344719,1.0045095711485297 d,0.6692120180612995
289676144,4.71172856823289 d,1.5180112758378403
1400481144,9.700853941856183 d,1.5614481013901322
1547179528,1.0746456034107201 d,3083.1635766369036
451533898,1.0045095711485297 d,0.060453796406539806
360460993,8.514157323206486 d,1.3434967848163077
400148703,6.595499314406085 d,0.332298356966305
188816996,9.624769273042016 d,0.2939690072710909
219884489,1.0 d,0.3117442461276949
1547145135,1.0045095711485297 d,10.337924958199862
198456017,9.378953274968332 d,1.5371328056453337
286378270,2.247678778686589 d,1.409954964878807
101769451,4.374596065212219 d,0.5928466472433953
367227831,1.0722306726706852 d,173.32467469489995
1358161131,7.087824340524919 d,3837.103161116549
1358931692,7.790200002480685 d,2.5025123917532546
380174982,1.0033802754129233 d,0.5954108513608313
9532180,1.3748366444683642 d,0.09834615169850114
232608294,1.0033802754129233 d,0.5480808002623936
173989338,1.0170160265756483 d,0.4050822120556829
219863212,1.001125491265155 d,0.0038242771893194053
356103067,1.0079050901539293 d,0.589473220577044
1337689597,1.0698211687341106 d,3.147898805366148
219083245,3.3171269355819706 d,0.3394137738834335
213230879,10.0 d,1.999132853950216
21860382,5.854159923928669 d,309.7184516833141
1309228385,6.061898993497572 d,0.45455369764853104
311027358,8.866013392804991 d,0.8645252853242308
274677205,1.0 d,0.0537191881998455
274677206,1.0 d,0.04131579949377335
212118919,2.3857547317139827 d,0.3979417217477922
21633235,1.134264176402808 d,0.0666379254547064
451507703,1.0710252431147989 d,0.02326747216414707
115613388,1.0424980037945302 d,0.07865344779109856
347629140,1.0917030992554058 d,0.010800078250519504
199710552,1.0079050901539293 d,0.5968849045736249
287150240,7.151894576468437 d,0.28194124999259607
33449927,1.0124503098689435 d,16.09600243329282
1361678528,1.1115291581384386 d,4.876778055191014
229673607,4.444032588255451 d,0.31744353676546666
337246237,9.463734121721929 d,2.74901433161131
43273224,1.0090394785290029 d,0.8048949963369249
336577701,6.930148647618249 d,252.2371147219557
43274413,7.111783138874316 d,18.90173052109416
150554206,1.0113120869487369 d,0.7506913919902256
57333022,4.840661772890248 d,0.21461363499015768
1360103362,1.050739044499817 d,6.901003011341179
199666369,1.0250556299537197 d,0.001959002515368596
1321954265,1.0135898138491046 d,1114.5739133242696
219074038,6.312413034193256 d,0.07310931092712648
258200088,1.0401553147556524 d,0.15198227606240097
289538721,7.834137804736942 d,2.415590893900786
57192159,1.0273643107386625 d,0.14842865100122674
263723973,5.953774464772334 d,0.8385026452316917
274239484,1.0542908318573383 d,0.06680392442052395
57103541,1.8816901832123456 d,0.054285201818139464
341307177,1.014730600331042 d,0.6182634088730254
57058301,9.242801263614771 d,0.47733885737859105
198239605,1.019306600169825 d,0.6860997773232969
115173690,1.0022522492608983 d,0.029306351030878194
148120303,5.515349441892861 d,0.005280595381029654
199574211,1.2693055951154941 d,86.16905754663631
1201364356,5.730370552716295 d,2432.3182732992673
406811054,8.69808298241946 d,0.1532066266336252
21938862,9.03718596848019 d,24.48191170002804
29562411,5.775669648550939 d,10.836847888078037
160185214,1.0170160265756483 d,0.22775651521397183
255908093,4.4191082085789715 d,0.03847438946680463
220978100,9.646446652523542 d,11.200359637878641
320323992,1.5788433154747197 d,52.21952769406923
4040541,1.0722306726706852 d,11.263244141767522
4400550,1.0389859451497674 d,0.00031482966913744763
309906358,8.69808298241946 d,3.521694861029361
162618409,1.0022522492608983 d,1.3019771486566083
