Target ID,Period,Power,Period_numeric
248601764,1.11158660312765 d,0.0384059992982754,1.11158660312765
144382040,1.1343340218056186 d,0.2010494271541296,1.1343340218056186
431422583,1.1041059561003905 d,1.4488163697589151,1.1041059561003905
345142414,6.247394411085376 d,1.1203861587686947,6.247394411085376
336678031,6.851365336587748 d,0.0659205387344084,6.851365336587748
66419115,1.1016236110972628 d,0.049375539390937,1.1016236110972628
25769850,9.368110482025516 d,0.359250651631995,9.368110482025516
435231234,1.1972955504515292 d,0.0133066726705808,1.1972955504515292
455816370,9.389220126017841 d,28690.118222157304,9.389220126017841
260795156,8.61953566475303 d,13.928159727961534,8.61953566475303
253936074,8.736731189508772 d,2.3968947139436088,8.736731189508772
404580748,1.1420194729901316 d,0.0619705915710924,1.1420194729901316
2019536314,1.3279054563714947 d,13.429087639019691,1.3279054563714947
26691554,6.564540031719883 d,55060.32537863521,6.564540031719883
427942736,1.114091398251884 d,0.2205842985149655,1.114091398251884
102177920,9.5383255417549 d,0.2883150439508851,9.5383255417549
265530194,1.129239142993854 d,0.0364264342655007,1.129239142993854
2026216399,9.932702976032536 d,13.530867553255543,9.932702976032536
283414280,9.799464547120259 d,612192.8654866361,9.799464547120259
2028631542,9.474135449495606 d,612919.0069341126,9.474135449495606
270259091,9.15960684216839 d,0.1143722922275447,9.15960684216839
239631587,9.200932975001987 d,2694.164651053824,9.200932975001987
266594895,1.1972955504515292 d,0.2916287294328023,1.1972955504515292
2028639478,1.2384090729565456 d,0.1259567257123188,1.2384090729565456
2018724911,8.875474761254932 d,12013517.890903143,8.875474761254932
79020922,1.152347801825254 d,0.0304091199693759,1.152347801825254
152250936,10.0 d,0.3054392521025357,10.0
232951587,9.755450100468742 d,285.8004897666187,9.755450100468742
340999692,1.1191179337687758 d,0.053011786674776,1.1191179337687758
248136622,1.241199643658838 d,0.3195149374199757,1.241199643658838
212254842,1.199993477944178 d,0.0938135001393035,1.199993477944178
16200170,1.2637517764381048 d,0.007868525545173,1.2637517764381048
404643334,1.1706476494972367 d,1.1773433831299505,1.1706476494972367
428969253,7.231652294935797 d,0.1180591920473444,7.231652294935797
34515703,9.821546183358649 d,0.0121553667333924,9.821546183358649
380298520,1.2054075847637704 d,0.4821592136838866,1.2054075847637704
301149358,9.865858841008558 d,0.2619981242614594,9.865858841008558
256755145,1.157546941826492 d,0.5266884975893956,1.157546941826492
183422729,6.360907228304629 d,0.7030778602366505,6.360907228304629
238053018,1.152347801825254 d,0.2534775287645271,1.152347801825254
273241757,9.602950541026686 d,6262.307688142406,9.602950541026686
404156391,1.1865643613623453 d,839.7921138593196,1.1865643613623453
439180496,6.82059232315959 d,19.263935642029164,6.82059232315959
134846687,7.346494476440768 d,0.0479633053343005,7.346494476440768
1884597797,1.1892381077160417 d,0.0539690538237262,1.1892381077160417
1911836781,1.1041059561003905 d,0.9421711185810646,1.1041059561003905
324788652,1.1420194729901316 d,0.9541360646316546,1.1420194729901316
61965938,1.1368900748554458 d,1.1375183712784265,1.1368900748554458
30714849,8.221593718918115 d,871.6721180605743,8.221593718918115
159048032,8.11130830789687 d,1.5274331467243405,8.11130830789687
160751823,8.717088526689938 d,3.699749623188562,8.717088526689938
205037919,6.759460327895381 d,0.2084227317945796,6.759460327895381
310441230,6.78995752719743 d,1.0552060584103062,6.78995752719743
451788628,8.54227999714068 d,0.7062331426031176,8.54227999714068
1754231033,1.1653896674647735 d,25333600.460287113,1.1653896674647735
330191759,4.610352322114503 d,8390964.306498492,4.610352322114503
1816553323,1.139451887590752 d,0.0255195206810984,1.139451887590752
23936802,8.523074516046172 d,5328.760317638342,8.523074516046172
1659166683,9.410377337454033 d,56390494.647544384,9.410377337454033
