Target ID,Period,Power,Period_numeric
332689126,7.598763238214933 d,12.176972524008562,7.598763238214933
17787432,7.199171216749611 d,0.2819483770765533,7.199171216749611
41740004,7.118605354235147 d,22.864018762079525,7.118605354235147
382939950,1.139451887590752 d,0.0439239552577855,1.139451887590752
1424358009,6.960168374877113 d,9297.68031059112,6.960168374877113
277255078,8.697490026177835 d,163197.05637208576,8.697490026177835
149863849,9.097965414049394 d,0.0396184181665116,9.097965414049394
43905752,1.1627695392046695 d,19.733885524069528,1.1627695392046695
1547179528,1.2328467394420661 d,7409678.168803975,1.2328467394420661
360460993,1.1653896674647735 d,0.161648325562568,1.1653896674647735
1358161131,1.1838966263528177 d,3020854.3402743475,1.1838966263528177
1358931692,7.5137255448613365 d,0.2136080227725066,7.5137255448613365
1337689597,7.396269166779425 d,1.3748720939611945,7.396269166779425
212118919,9.559818740074421 d,0.049690104219358,9.559818740074421
21633235,1.1892381077160417 d,0.022181112357362,1.1892381077160417
337246237,1.1090874394970476 d,0.1998312006876756,1.1090874394970476
336577701,6.744263133752843 d,122339.1604932172,6.744263133752843
43274413,9.495484004986881 d,1.0304704019913755,9.495484004986881
1321954265,6.23334848712922 d,2014943.9238322272,6.23334848712922
274239484,1.1241671479091109 d,0.0219841333456435,1.1241671479091109
199574211,6.975852079376778 d,3.521335197342161,6.975852079376778
220978100,9.516880666273561 d,2.6226512406251987,9.516880666273561
320323992,1.5791957721610432 d,1.4873195011161338,1.5791957721610432
313424882,6.653794806422356 d,0.0254652002193117,6.653794806422356
272673382,9.581360370120452 d,0.1191234798560204,9.581360370120452
272675206,6.389606243621411 d,0.9926871965760906,6.389606243621411
254757058,1.1216396996267481 d,1.5452110983750904,1.1216396996267481
179059663,9.8436775772809 d,0.3634950202704973,9.8436775772809
46377509,9.26327203904486 d,0.0353804110669704,9.26327203904486
8158475,1.1759293543889509 d,0.0225475668705078,1.1759293543889509
235559031,4.736573933498018 d,224.4412228991643,4.736573933498018
148823208,8.484792994970242 d,38.8070940593332,8.484792994970242
1152812302,8.221593718918115 d,542379.6621874638,8.221593718918115
141344457,7.102600699670349 d,2.170648591856222,7.102600699670349
79177267,9.955084845258764 d,815.8275472185711,9.955084845258764
192767630,7.6674858189770925 d,0.0798935564866134,7.6674858189770925
460380271,1.3130448779508395 d,0.0593007010437802,1.3130448779508395
1101376335,6.389606243621411 d,2.723971305193809,6.389606243621411
1102690588,6.318100215684825 d,5005363.89305699,6.318100215684825
72732338,1.114091398251884 d,0.1423621570221991,1.114091398251884
368841212,8.12958593506835 d,0.1111387381537143,8.12958593506835
26167085,6.432897730899067 d,4.611653363994962,6.432897730899067
159629632,8.147904748154893 d,0.092238809139577,8.147904748154893
156692996,9.452834891644189 d,70669602.63276239,9.452834891644189
1032751537,7.396269166779425 d,80549.77857761142,7.396269166779425
207387244,6.882277191088731 d,2206.117102803674,6.882277191088731
58534825,6.882277191088731 d,0.0001370983872411,6.882277191088731
953202578,1.2054075847637704 d,0.0437739747865935,1.2054075847637704
156639958,1.2609105021110332 d,0.0421556262848759,1.2609105021110332
163648025,1.7279718248719826 d,1.9981671453603025,1.7279718248719826
373706557,1.2665994531543927 d,0.1618295676091418,1.2665994531543927
953067449,7.633047187773533 d,674792.090321354,7.633047187773533
471015438,8.935608748868582 d,3246.242475844388,8.935608748868582
903739632,6.389606243621411 d,0.0015292551869757,6.389606243621411
91533164,1.1166018375594833 d,0.1466925555346902,1.1166018375594833
941632581,1.2190499622963573 d,0.6281882826770037,1.2190499622963573
332827592,1.157546941826492 d,0.0126839569307311,1.157546941826492
148559575,1.144592844061425 d,0.0012368974338228,1.144592844061425
165431702,1.1368900748554458 d,0.0335401833939215,1.1368900748554458
389926045,6.163591138387411 d,42783.49099749866,6.163591138387411
458334932,9.821546183358649 d,1.215806532683816,9.821546183358649
124598476,1.2135745805269735 d,0.0023300067450601,1.2135745805269735
105916419,8.83561042902456 d,1.382043655357867,8.83561042902456
392796964,1.114091398251884 d,0.0552723786108383,1.114091398251884
70654644,6.520362630934879 d,0.351781849345964,6.520362630934879
77641691,1.2384090729565456 d,0.3563983563144991,1.2384090729565456
73005766,1.1343340218056186 d,0.1075655037804642,1.1343340218056186
394334615,1.139451887590752 d,0.0428263704432628,1.139451887590752
372091627,1.1016236110972628 d,0.0443273772279214,1.1016236110972628
469166897,1.1946036886691442 d,1.1344923803777367,1.1946036886691442
243247473,1.15494444624982 d,0.0011828172390121,1.15494444624982
290653324,8.600156490889816 d,0.0778543692032264,8.600156490889816
307907698,8.875474761254932 d,0.2656167538150293,8.875474761254932
828111555,5.879033878421481 d,7811.975074593207,5.879033878421481
918893,4.2515128838892 d,0.3540428020246003,4.2515128838892
118690168,1.114091398251884 d,0.0362165965821805,1.114091398251884
355940343,1.1706476494972367 d,0.0889070932138018,1.1706476494972367
309787398,1.168015699794315 d,0.1238584654358952,1.168015699794315
192968590,7.684763358163395 d,0.8905283035686775,7.684763358163395
823660418,1.1919178789595768 d,1.282330313804146,1.1919178789595768
17901092,1.114091398251884 d,0.063169284949865,1.114091398251884
801131732,1.2723140714944554 d,0.0810000734663301,1.2723140714944554
803307316,1.15494444624982 d,0.0458437157769277,1.15494444624982
122864598,8.446683415938598 d,0.7966366645472003,8.446683415938598
62942089,7.598763238214933 d,75.0565709359238,7.598763238214933
110481341,1.1216396996267481 d,1.342011537305711,1.1216396996267481
14448610,7.564633275546289 d,0.1661262216070671,7.564633275546289
22868366,7.023115556973168 d,1.9126221043204112,7.023115556973168
321104192,7.134646072909216 d,1.3783736346683102,7.134646072909216
291404786,6.579332246575681 d,0.0343133245354646,6.579332246575681
