ID,TIC ID,Periods,Powers
237313246,237313246,"[8.504585486527635, 5.672650518820782, 1.234108091514689, 2.997749299790908]","[0.0359605605974721, 0.017048744241851623, 0.016094095828412484, 0.015907625848962374]"
237313550,237313550,"[6.391004532489719, 5.080554206611801, 8.084808930651217, 2.5494615187250136]","[0.4555679879367584, 0.21667494108764745, 0.19770649813179905, 0.1894343712614919]"
36694741,36694741,"[7.746508625614846, 5.184470952146292, 9.977528119666887, 3.1286649873031442]","[0.13127300816448373, 0.056869626744268514, 0.05221886391917468, 0.047464072861596755]"
44195838,44195838,"[8.504585486527635, 4.797296712262495, 1.59850040398689, 2.412742596677492]","[0.07245069020863848, 0.033617626767486336, 0.03287140618262794, 0.028751953631016382]"
161291020,161291020,"[4.743636286140491, 1.5788433154747197, 1.0079050901539293, 9.955106737874349]","[0.0760233504561786, 0.035652954751849236, 0.035642616404513966, 0.0329073973315296]"
431472762,431472762,"[4.906445465290304, 3.6664042843970024, 1.0978604552773759, 9.016877712317015]","[0.5506314049691459, 0.19479299294702954, 0.19286188172708124, 0.1814294697124469]"
444160759,444160759,"[3.5848414791913266, 1.0, 4.680035475224978, 1.5042938568898019]","[0.16129188098838668, 0.08109836840437017, 0.07804475102111649, 0.0696124280402487]"
435825249,435825249,"[2.811575061280796, 1.1406615827689184, 1.554174416658285, 5.308396583841985]","[0.03527260609698506, 0.018828922934934073, 0.015371887333289942, 0.014090612951974953]"
129101920,129101920,"[6.44152599949322, 3.132186272417951, 3.8916332052518112, 1.4332644574018398]","[0.22328253350314228, 0.10381202890551704, 0.09032101140479444, 0.07050316620194486]"
434196824,434196824,"[1.139379221407525, 1.464226313067302, 1.7888121204794083, 2.2782243148815224]","[4.284370217935825, 2.8253525441755034, 2.1809557455594883, 2.045573790448934]"
91513352,91513352,"[9.201307313624495, 3.0487590815432815, 6.791241804436381, 1.3143478158191166]","[0.8663041531619645, 0.4075928054145801, 0.4027624219730186, 0.3603469653902054]"
47338338,47338338,"[1.3040392678425572, 1.006771977087714, 7.68575206265878, 1.7807815593375862]","[0.09238324578968807, 0.04412034151518185, 0.03465027010747775, 0.03238657639558305]"
428244499,428244499,"[6.2770098331558035, 8.222380254274217, 4.107531002227271, 2.856202266540472]","[4.93952399114146, 2.336187232443342, 2.2756474625161425, 1.9825240316873116]"
250326099,250326099,"[4.9955497984808765, 1.350314037869873, 1.021602332706686, 2.1295375166087633]","[0.33049750377994785, 0.15097684010253523, 0.13462570970300825, 0.13345724379709853]"
161208596,161208596,"[3.465886707811878, 2.6221736916719562, 9.977528119666887, 7.430717946143555]","[0.0428936610578496, 0.020881955224608447, 0.020018705432074693, 0.019690888783521127]"
118037792,118037792,"[7.430717946143555, 5.012436132638715, 3.4348375673710154, 10.0]","[8.953082795844395, 3.416138484840983, 2.5160768317156825, 2.3658433088384423]"
161175160,161175160,"[5.465940192878522, 7.3228479989855275, 2.0519375670430398, 1.4462204206909066]","[0.2839105698091626, 0.12710041011770992, 0.12320166963099513, 0.12062901521285985]"
117517295,117517295,"[7.634054421033182, 1.5471972207106828, 5.332335175921431, 9.657303643970742]","[0.2422448122263769, 0.1253226423299431, 0.11800249942603562, 0.117471142832827]"
115741447,115741447,"[7.608336149414062, 4.754320137459921, 9.854832402548652, 1.9572500447918584]","[0.06175448505710239, 0.02670083144758847, 0.026110280804805024, 0.025143387976025427]"
399518437,399518437,"[6.829545344702705, 3.225143895635747, 1.2636072682355866, 1.6111366937914986]","[0.43360498706825296, 0.20177020191805434, 0.17022601363536435, 0.16646569748673765]"
416036999,416036999,"[6.961400646014569, 5.091996881068596, 1.3872644507969223, 9.722702682976811]","[1.6412327983384027, 0.857026312423641, 0.8462241407096449, 0.8233450931369953]"
389010277,389010277,"[6.670108176120982, 2.3537674699532403, 5.207850692772481, 9.854832402548652]","[0.06562092697039973, 0.031053509593688113, 0.028683948968332762, 0.027645574538975114]"
253936074,253936074,"[6.798885287766829, 10.0, 3.4002396405894286, 5.097727879080436]","[10.309485410091252, 4.511111084446913, 3.7603189991398223, 3.425986534667529]"
399570361,399570361,"[1.3609883920753507, 1.819250595060328, 2.267996622746622, 2.730537642904282]","[0.2584014933931817, 0.18521642073889605, 0.13357126145599704, 0.12864294982744173]"
399571137,399571137,"[5.775669648550939, 9.159999643511576, 3.4155732631707174, 1.0990960876301499]","[0.47179141029373, 0.18382115281073375, 0.18126783791575046, 0.1651146953172927]"
161154061,161154061,"[1.7948587981086044, 7.825330463653147, 5.006801021822285, 2.195206246143412]","[0.41090937661274274, 0.1714278874620718, 0.16179825076070564, 0.15317275613473]"
125250375,125250375,"[3.980176177903281, 2.7030338848398574, 1.5419848871096864, 5.940395214042065]","[0.26264970410925675, 0.12374301996248321, 0.12183216529033758, 0.11711159744743246]"
293158354,293158354,"[6.588084482866515, 9.966311123551513, 4.786516284498457, 1.8090473187212261]","[0.07432717769712417, 0.037805601800800344, 0.026039428095396104, 0.024976629671994856]"
403221905,403221905,"[1.5576748048395104, 3.1146193895653096, 2.3379350275143493, 7.790200002480685]","[0.08241784175500161, 0.0439826554989072, 0.04017234215999514, 0.03737762254834797]"
89042812,89042812,"[9.527822312358445, 3.975701560524048, 1.001125491265155, 2.7614257221376146]","[0.05544920539006405, 0.024585192246910192, 0.0233518745646739, 0.0218221268574016]"
209363138,209363138,"[6.580677987273042, 1.8753509804026889, 1.1470950713891142, 9.006740704326777]","[0.14475592578268603, 0.0726640795009369, 0.07087517719869954, 0.06224466067585603]"
150692998,150692998,"[3.069405208189452, 1.497540591046666, 4.007129839785107, 1.1931570350354015]","[0.5897520366711946, 0.2649309002590593, 0.228000111039706, 0.21755446422140196]"
51813081,51813081,"[8.514157323206486, 4.878927640609624, 1.020453820844831, 1.3292158325925447]","[0.6713004206644667, 0.32214649653801486, 0.2864593353762365, 0.20804803819653514]"
176104105,176104105,"[1.9137090733770235, 4.934118494296797, 3.3133977353728237, 6.9849320974578015]","[0.15619327077733136, 0.07742588107933566, 0.07454427472931656, 0.07092561966303633]"
69813909,69813909,"[7.65124821446061, 5.290513192176722, 3.6253935177013767, 1.1771596544606056]","[0.019395082986027497, 0.009598712401230813, 0.008091301345914643, 0.007748206671989021]"
382421834,382421834,"[6.419825222139556, 3.2324077235909834, 4.011639829418129, 1.2721643877039468]","[0.03650001314307162, 0.017372930556219114, 0.016892716998677077, 0.016226278768549235]"
419841161,419841161,"[2.2782243148815224, 1.0022522492608983, 5.184470952146292, 3.2726522013724573]","[0.07556870729165671, 0.033220032646965096, 0.03179063252316096, 0.030608447123962997]"
301135547,301135547,"[7.763955693941429, 5.672650518820782, 1.4188276819260803, 1.0904757782920749]","[1.4338537529935946, 0.5754551831979752, 0.3965084789311175, 0.38929199868340647]"
318631844,318631844,"[9.088156943539834, 2.1682113430609453, 3.6091179435514964, 1.5076819016171557]","[2.7528268448787268, 1.2209889863562842, 1.1821314126903877, 1.1810537456713028]"
218970233,218970233,"[4.622484115621225, 1.08192307881443, 7.056004784922943, 8.806376810816367]","[0.30425424598554346, 0.13443604785648622, 0.1328124431082314, 0.13227892451324266]"
5796523,5796523,"[8.885981864916051, 5.99409328903319, 1.2120956238153486, 1.7569055400972047]","[0.24828691774357048, 0.11387983883439759, 0.11027821591166208, 0.09919089339011473]"
422609145,422609145,"[6.376642743583472, 3.142773924663301, 1.2522872445760969, 9.910415016247127]","[0.18676919859314633, 0.08847256329410189, 0.0787386948304798, 0.07514821511093377]"
4600989,4600989,"[6.580677987273042, 1.9972832865565688, 3.171182962076805, 1.0]","[0.37148440650227293, 0.19373982896469036, 0.18610777784146032, 0.152652851631119]"
63281499,63281499,"[3.8785227302283554, 9.943914948458412, 1.3352100259613728, 1.0331587871212964]","[0.2808345957043158, 0.13616881714684198, 0.13523003985021115, 0.12987325738301014]"
411339897,411339897,"[6.798885287766829, 5.25492694729205, 2.7030338848398574, 9.843753344143478]","[0.7453548385169235, 0.37343461634500835, 0.31395702474943216, 0.3102104616318022]"
219331395,219331395,"[4.759671083246383, 2.6578085440217976, 1.1958443220856954, 6.899036949637523]","[0.30547931952342006, 0.14221237407029805, 0.14037985934965702, 0.13778193660015609]"
469904910,469904910,"[7.397359029289755, 3.2837146671438058, 1.7411663046707107, 1.0033802754129233]","[0.15495780046192115, 0.07727176476894297, 0.0685002308326654, 0.06289761551982853]"
2028045216,2028045216,"[4.0890909556300485, 6.248830288375289, 9.378953274968332, 2.303995786420189]","[1.26667623966014, 0.5964387768699667, 0.46483586595648085, 0.44230279585333465]"
